AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE
Karapakkam,1287,1,1,1,0,27,10931250
KKNagar,1369,2,1,1,0,29,9103800
KKNagar,1771,2,1,1,1,20,11090200
Adyar,1082,1,1,1,1,28,9177820
KKNagar,1636,2,1,1,1,25,10056300
Karapakkam,602,1,1,0,0,26,6560250
TNagar,1854,2,1,2,0,29,11704830
Karapakkam,1655,2,2,0,1,25,9837875
Adyar,698,1,1,0,0,16,9879040
Chromepet,1101,1,1,1,0,31,8572650
Karapakkam,785,1,1,0,1,22,6576375
Adyar,1135,1,1,1,1,34,11046310
Karapakkam,1308,1,1,1,1,33,8242250
Adyar,924,1,1,1,0,25,10571990
Karapakkam,508,1,1,0,1,49,6709750
Velachery,1725,2,1,1,0,8,9817160
Karapakkam,1665,2,2,0,0,9,11513500
KKNagar,1868,3,2,0,1,8,11348140
AnnaNagar,1951,2,1,2,1,36,20272170
TNagar,1665,1,1,2,1,22,20656290
AnnaNagar,1537,1,1,2,0,15,17670400
Chromepet,912,1,1,1,1,25,11583300
Karapakkam,724,1,1,0,1,30,8033250
Karapakkam,516,1,1,0,0,32,3331750
TNagar,1764,1,1,2,1,38,13971130
Chromepet,872,1,1,1,0,29,7693740
Chromepet,887,1,1,1,1,38,13118450
Chromepet,1080,1,1,1,1,9,12721750
Chromepet,1045,1,1,1,1,31,9480000
Karapakkam,1530,2,2,0,0,11,12046250
Adyar,1132,1,1,1,0,5,6050375
KKNagar,2365,4,2,0,1,24,12924800
Velachery,1781,2,1,1,0,38,10048510
Chromepet,1138,1,1,1,0,40,11770400
KKNagar,2375,4,2,0,0,18,11381360
Karapakkam,1115,1,1,1,0,11,6224875
Chromepet,811,1,1,1,0,38,10890050
AnnaNagar,1586,1,1,2,0,44,10882430
Chromepet,1103,1,1,1,1,6,10560810
Karapakkam,939,1,1,1,1,23,5326500
Velachery,1727,2,1,1,0,42,7341790
TNagar,1672,1,1,2,0,13,18911110
AnnaNagar,1581,1,1,2,1,15,18011000
AnnaNagar,1781,1,1,2,0,27,19789040
KKNagar,1668,2,1,1,0,21,14139220
Adyar,1263,2,2,0,0,40,7926700
Adyar,819,1,1,1,0,13,7484395
Karapakkam,1145,1,1,1,0,31,6855750
Chromepet,1074,1,1,1,1,39,12904650
TNagar,1707,1,1,2,0,38,13057270
KKNagar,2145,3,2,0,0,22,17357440
Adyar,737,1,1,0,0,30,6916665
Adyar,1178,1,1,1,0,27,6652020
Adyar,1261,2,2,0,1,38,9653285
Karapakkam,807,1,1,0,1,6,7603375
Chromepet,1167,1,1,1,0,11,9790040
Karapakkam,1575,2,2,0,0,42,7629750
Karapakkam,1177,1,1,1,0,21,7014250
Karapakkam,1069,1,1,1,0,41,4661125
Adyar,679,1,1,0,0,27,5147305
Karapakkam,642,1,1,0,1,29,7374500
Velachery,1850,3,2,0,1,50,10235550
AnnaNagar,1692,1,1,2,0,16,17874820
TNagar,1788,1,1,2,1,10,21217800
Adyar,817,1,1,1,0,12,11559880
Karapakkam,1639,2,2,0,1,35,9464500
Karapakkam,883,1,1,0,0,44,4491625
Velachery,1827,3,2,0,0,5,8803420
AnnaNagar,1986,2,1,2,0,19,13245710
Velachery,1958,3,2,0,1,18,15003560
Adyar,870,1,1,1,0,24,10671275
Velachery,1662,2,1,1,0,41,7871720
AnnaNagar,1835,2,1,2,0,21,14429740
Adyar,1270,2,2,0,1,33,10185610
KKNagar,2292,4,2,0,1,13,12946500
Karapakkam,1028,1,1,1,0,14,10001250
KKNagar,1865,3,2,0,1,21,16935440
Adyar,981,1,1,1,1,9,9347935
Karapakkam,916,1,1,1,1,45,5434250
Velachery,1908,3,2,0,1,12,11663490
AnnaNagar,1936,2,1,2,1,38,15589440
Velachery,1926,3,2,0,0,54,10337000
Chromepet,1083,1,1,1,1,38,14200900
AnnaNagar,1780,1,1,2,1,31,13709340
Velachery,1707,2,1,1,0,52,13685190
Chromepet,900,1,1,1,0,23,7953250
TNagar,1519,1,1,2,0,19,12332820
TNagar,1934,2,1,2,1,19,22053480
Karapakkam,1043,1,1,1,1,28,7356625
Karapakkam,704,1,1,0,1,39,7338250
Karapakkam,1539,2,2,0,0,20,9996000
Karapakkam,1279,1,1,1,1,23,6849125
Karapakkam,1568,2,2,0,1,14,10462500
KKNagar,2011,3,2,0,1,16,17523920
Karapakkam,1566,2,2,0,0,32,10010000
KKNagar,1812,3,2,0,0,6,14873340
TNagar,1729,1,1,2,0,10,20461220
AnnaNagar,1569,1,1,2,1,32,11231390
KKNagar,2068,3,2,0,1,12,12711220
AnnaNagar,1869,2,1,2,0,36,15010890
Chromepet,1271,2,1,1,0,12,10139270
KKNagar,1527,2,1,1,0,10,10007800
Karapakkam,601,1,1,0,0,22,5636000
Adyar,1206,2,2,0,0,23,7877645
AnnaNagar,1878,2,1,2,0,36,11716020
Karapakkam,884,1,1,0,0,47,3226250
Chromepet,728,1,1,0,1,11,9368650
Karapakkam,907,1,1,1,1,15,7074750
Velachery,1534,2,1,1,0,54,5587150
KKNagar,2038,3,2,0,1,22,16593240
KKNagar,1512,2,1,1,0,11,9478820
Karapakkam,695,1,1,0,0,11,6356125
Velachery,1581,2,1,1,0,33,7145230
Adyar,1238,2,2,0,0,27,10626305
Karapakkam,1173,1,1,1,0,21,8744875
Chromepet,797,1,1,0,1,32,12335200
Karapakkam,1684,2,2,0,1,6,10284000
Velachery,1974,3,2,0,0,31,14214940
Chromepet,893,1,1,1,0,40,7727410
Karapakkam,1026,1,1,1,0,15,5564000
AnnaNagar,1812,2,1,2,0,26,12391870
Adyar,1282,2,2,0,1,33,7976295
KKNagar,2449,4,2,0,0,25,12572700
Chromepet,932,1,1,1,1,12,9801040
Velachery,1564,2,1,1,1,15,14917750
KKNagar,1566,2,1,1,1,5,10362620
Karapakkam,1266,1,1,1,0,13,6503500
TNagar,1945,2,1,2,0,15,13864450
Karapakkam,1649,2,2,0,1,21,8438625
Karapakkam,1081,1,1,1,1,8,5818500
Velachery,1889,3,2,0,1,50,15472200
Chromepet,779,1,1,0,1,26,7883050
Chromepet,984,1,1,1,1,8,13197400
KKNagar,2495,4,2,0,1,17,14093240
Chromepet,973,1,1,1,1,18,9869710
AnnaNagar,1986,2,1,2,0,43,11786460
Velachery,1829,3,2,0,0,29,13009230
Chromepet,780,1,1,0,0,36,6251000
Adyar,843,1,1,1,0,9,6821735
Chromepet,913,1,1,1,0,22,6685100
Karapakkam,779,1,1,0,0,35,3219750
TNagar,1725,1,1,2,1,29,14844980
KKNagar,2374,4,2,0,0,14,12406480
Chromepet,778,1,1,0,0,21,9094750
Adyar,989,1,1,1,1,25,9040975
Karapakkam,1624,2,2,0,0,28,8743750
Velachery,1989,3,2,0,0,52,10976510
Karapakkam,1381,2,2,0,0,33,10106750
Karapakkam,923,1,1,1,1,9,6996125
Chromepet,1034,1,1,1,0,7,8469580
Velachery,1794,2,1,1,1,45,10148300
KKNagar,2471,4,2,0,0,22,19240040
Chromepet,1085,1,1,1,1,37,10101200
KKNagar,2070,3,2,0,1,17,11772340
Chromepet,959,1,1,1,1,11,12492400
Karapakkam,1341,2,2,0,0,9,7131000
KKNagar,1377,2,1,1,1,16,14392520
Velachery,1862,3,2,0,1,10,12097820
Velachery,1594,2,1,1,1,47,10163940
Chromepet,1016,1,1,1,1,24,10780920
KKNagar,2321,4,2,0,1,19,12756200
Adyar,1242,2,2,0,0,33,8033695
Chromepet,707,1,1,0,1,37,7972690
Chromepet,707,1,1,0,1,20,7197800
Adyar,1120,1,1,1,1,26,10439690
Adyar,774,1,1,0,1,36,11827040
Chromepet,1083,1,1,1,1,23,9045250
Chromepet,767,1,1,0,0,19,9871800
Velachery,1725,2,1,1,1,15,10994850
Karapakkam,1194,1,1,1,0,38,5347250
Adyar,1052,1,1,1,1,30,14737850
Adyar,667,1,1,0,1,6,7335890
Karapakkam,1369,2,2,0,0,14,7952375
AnnaNagar,1952,2,1,2,1,15,22633000
Chromepet,1228,2,1,1,0,25,8442110
Chromepet,1236,2,1,1,0,35,8214800
AnnaNagar,1988,2,1,2,1,17,13921240
Adyar,1018,1,1,1,0,29,7520335
KKNagar,2120,3,2,0,0,25,11212900
KKNagar,1602,2,1,1,1,17,9651940
Velachery,1916,3,2,0,0,6,16071420
Adyar,893,1,1,1,1,13,7700295
AnnaNagar,1968,2,1,2,1,28,14057110
Karapakkam,1424,2,2,0,0,43,10936000
Chromepet,755,1,1,0,0,18,7593850
Velachery,1643,2,1,1,1,50,8657220
Chromepet,749,1,1,0,0,38,9390500
TNagar,1960,2,1,2,0,7,14415540
AnnaNagar,1845,2,1,2,1,22,14408010
KKNagar,2092,3,2,0,0,18,12364620
Velachery,1644,2,1,1,1,33,10563530
TNagar,1932,2,1,2,1,5,15399860
Velachery,1861,3,2,0,0,9,15793800
AnnaNagar,1838,2,1,2,1,37,14973480
Chromepet,1016,1,1,1,1,37,8078550
Chromepet,734,1,1,0,1,12,9632330
KKNagar,1304,1,1,1,1,10,8718400
Adyar,698,1,1,0,1,20,9155815
KKNagar,1476,2,1,1,0,16,9073040
Chromepet,1219,2,1,1,0,18,12578650
Karapakkam,645,1,1,0,1,16,4512250
Karapakkam,1532,2,2,0,0,43,9484000
KKNagar,1640,2,1,1,1,25,9722500
Velachery,1799,2,1,1,1,12,11762140
Chromepet,991,1,1,1,0,11,7913650
KKNagar,1890,3,2,0,1,19,12063380
Karapakkam,1159,1,1,1,0,44,4819500
Chromepet,948,1,1,1,1,8,13870800
AnnaNagar,1761,1,1,2,1,33,20817260
Karapakkam,1645,2,2,0,1,49,6895000
Karapakkam,934,1,1,1,1,37,9555750
Velachery,1612,2,1,1,0,24,12076530
AnnaNagar,1773,1,1,2,1,36,12439640
Chromepet,1193,1,1,1,0,38,9915110
Karapakkam,1350,2,2,0,1,26,7074750
TNagar,1929,2,1,2,0,8,13180810
AnnaNagar,1959,2,1,2,1,17,14344210
Adyar,626,1,1,0,0,32,6333495
KKNagar,1758,2,1,1,0,30,10455360
Karapakkam,1677,2,2,0,1,28,10302000
Karapakkam,1538,2,2,0,1,8,10911000
KKNagar,2148,3,2,0,0,20,16384220
Adyar,1098,1,1,1,1,17,9647855
Chromepet,1146,1,1,1,1,6,13822050
AnnaNagar,1796,1,1,2,0,14,12754380
AnnaNagar,1578,1,1,2,1,22,19627640
Chromepet,1207,2,1,1,0,17,12542950
Chromepet,1125,1,1,1,0,34,9365500
Chromepet,737,1,1,0,0,31,9406050
Karapakkam,1483,2,2,0,1,34,6755000
KKNagar,1423,2,1,1,1,12,14345060
TNagar,1812,2,1,2,1,9,14717440
Karapakkam,1028,1,1,1,1,30,8255500
Velachery,1951,3,2,0,0,42,10252060
Adyar,1215,2,2,0,1,25,10727975
Karapakkam,1275,1,1,1,0,42,8100250
Adyar,971,1,1,1,1,36,6286255
KKNagar,1323,1,1,1,1,21,8779820
AnnaNagar,1527,1,1,2,0,17,10366390
AnnaNagar,1978,2,1,2,1,21,15417080
Chromepet,1041,1,1,1,1,5,13511550
Karapakkam,1062,1,1,1,0,29,8761750
KKNagar,1407,2,1,1,1,8,9451780
AnnaNagar,1905,2,1,2,1,44,20999330
Karapakkam,1226,1,1,1,0,10,5100500
Karapakkam,1198,1,1,1,1,38,6056500
Adyar,1249,2,2,0,0,4,9333075
KKNagar,1310,1,1,1,0,17,12351340
KKNagar,2234,4,2,0,1,6,14516600
Adyar,1032,1,1,1,0,9,11238050
TNagar,1666,1,1,2,0,41,11167270
Chromepet,1212,2,1,1,1,13,9572950
Adyar,897,1,1,1,0,26,10647205
Karapakkam,919,1,1,1,1,13,7855000
TNagar,1842,2,1,2,0,35,21362800
Velachery,1895,3,2,0,1,25,16567500
KKNagar,1305,1,1,1,0,12,8812260
KKNagar,1373,2,1,1,1,27,12442340
TNagar,1860,2,1,2,0,41,12885120
Velachery,1808,3,2,0,0,50,9148120
Chromepet,741,1,1,0,1,28,7954770
KKNagar,1634,2,1,1,0,16,9736540
Chromepet,777,1,1,0,1,21,8570300
Adyar,835,1,1,1,1,35,10525625
Velachery,1950,3,2,0,0,5,8978750
Chromepet,833,1,1,1,0,29,8289150
KKNagar,1778,3,2,0,1,7,11177540
TNagar,1541,1,1,2,1,5,13654950
Karapakkam,1615,2,2,0,1,25,8586625
AnnaNagar,1683,1,1,2,0,41,12110770
KKNagar,1901,3,2,0,0,19,11095180
Velachery,1629,2,1,1,0,36,13244520
Adyar,1030,1,1,1,1,16,12591440
AnnaNagar,1733,1,1,2,1,37,13554690
Adyar,765,1,1,0,0,28,6632820
Karapakkam,920,1,1,1,1,12,6662000
Karapakkam,1035,1,1,1,0,6,6624250
AnnaNagar,1994,2,1,2,1,24,22124730
Karapakkam,1158,1,1,1,1,35,5782500
KKNagar,2019,3,2,0,0,21,11468620
Karapakkam,1488,2,2,0,0,41,8229750
AnnaNagar,1704,1,1,2,1,11,11374070
Karapakkam,1139,1,1,1,1,41,6057375
Adyar,1138,1,1,1,1,17,13385355
Chromepet,970,1,1,1,0,31,11350850
AnnaNagar,1781,1,1,2,1,24,13948580
Karapakkam,573,1,1,0,1,29,5815125
Velachery,1583,2,1,1,0,19,9758650
Chromepet,1261,2,1,1,1,3,10438400
Chromepet,1138,1,1,1,1,19,10448260
TNagar,1704,1,1,2,0,10,20152800
Adyar,830,1,1,1,0,33,6973595
TNagar,1913,2,1,2,1,41,20703290
Karapakkam,1671,2,2,0,0,28,6389500
KKNagar,1586,2,1,1,1,6,10374040
Chromepet,1149,1,1,1,0,26,12026900
Adyar,988,1,1,1,1,19,6881585
Karapakkam,1142,1,1,1,1,43,7793500
Chromepet,1014,1,1,1,0,8,11483350
Velachery,1770,2,1,1,1,25,11341450
Karapakkam,643,1,1,0,0,39,5477875
Karapakkam,1527,2,2,0,0,16,7468250
TNagar,1597,1,1,2,1,15,12654180
Chromepet,894,1,1,1,1,16,8580950
Chromepet,929,1,1,1,0,14,7088700
Chromepet,1210,2,1,1,1,26,11254700
Adyar,907,1,1,1,1,18,7150185
Karapakkam,1370,2,2,0,0,21,11175750
Chromepet,1229,2,1,1,0,11,9416330
KKNagar,2471,4,2,0,0,20,12266200
Chromepet,1231,2,1,1,0,32,8901800
Adyar,998,1,1,1,1,32,6587380
Chromepet,833,1,1,1,0,9,8762710
Chromepet,1141,1,1,1,0,13,11582700
Chromepet,1089,1,1,1,0,19,13039650
AnnaNagar,1989,2,1,2,0,8,13679850
TNagar,1618,1,1,2,0,9,11918620
TNagar,1571,1,1,2,0,34,10092000
Karapakkam,1181,1,1,1,0,38,10178500
Karapakkam,1495,2,2,0,0,20,7484250
Karapakkam,1451,2,2,0,1,23,13851000
Karapakkam,1273,1,1,1,1,14,6590000
Karapakkam,1435,2,2,0,1,12,11395000
AnnaNagar,1707,1,1,2,0,36,11050140
Karapakkam,1080,1,1,1,1,46,10699500
KKNagar,1634,2,1,1,0,19,13712780
TNagar,1995,2,1,2,0,24,12756380
TNagar,1584,1,1,2,0,16,11573840
Karapakkam,1112,1,1,1,1,46,5094500
Chromepet,1232,2,1,1,0,15,8837090
Velachery,1857,3,2,0,1,14,11346080
KKNagar,2428,4,2,0,0,27,12427940
Chromepet,837,1,1,1,0,11,9853200
Chromepet,1155,1,1,1,1,34,9546450
Adyar,836,1,1,1,0,22,7429230
AnnaNagar,1836,2,1,2,0,35,13378150
KKNagar,2074,3,2,0,0,28,15546980
KKNagar,2260,4,2,0,1,21,12224420
Karapakkam,970,1,1,1,1,39,5745250
Karapakkam,1367,2,2,0,0,38,6969750
Chromepet,996,1,1,1,1,5,8934470
Karapakkam,1686,2,2,0,0,28,6658000
Karapakkam,1140,1,1,1,1,43,5101000
KKNagar,1538,2,1,1,1,16,14394140
Karapakkam,1570,2,2,0,1,33,8022500
Karapakkam,614,1,1,0,0,41,6924500
Chromepet,1151,1,1,1,0,22,7720300
KKNagar,1317,1,1,1,0,28,7640160
Velachery,1904,3,2,0,0,25,14791400
Chromepet,947,1,1,1,1,4,14095950
Adyar,997,1,1,1,1,4,9429275
TNagar,1669,1,1,2,1,32,13511360
KKNagar,1820,3,2,0,0,20,11131800
Velachery,1834,3,2,0,0,34,9508930
Karapakkam,922,1,1,1,0,48,3863750
KKNagar,2289,4,2,0,1,5,12943320
KKNagar,2041,3,2,0,1,25,17224100
AnnaNagar,1628,1,1,2,0,12,10688640
Karapakkam,805,1,1,0,1,10,7397875
Adyar,1130,1,1,1,1,19,8852085
KKNagar,1622,2,1,1,0,9,9771780
KKNagar,1873,3,2,0,0,28,9270980
TNagar,1759,1,1,2,0,38,12128780
Karapakkam,1662,2,2,0,0,31,7538000
Adyar,1230,2,2,0,1,9,10670035
Adyar,1087,1,1,1,0,33,6906295
Chromepet,1265,2,1,1,1,25,9750500
Chromepet,740,1,1,0,1,38,9057500
AnnaNagar,1963,2,1,2,0,44,13003330
Chromepet,908,1,1,1,0,35,7196210
Karapakkam,1076,1,1,1,1,40,6167000
KKNagar,1869,3,2,0,1,21,12958620
Adyar,1228,2,2,0,1,36,13028240
AnnaNagar,1670,1,1,2,1,19,13361380
Chromepet,1245,2,1,1,0,25,12537750
Chromepet,731,1,1,0,1,29,8712970
Velachery,1634,2,1,1,1,6,14901220
TNagar,1597,1,1,2,0,35,11574300
AnnaNagar,1650,1,1,2,1,38,15032380
TNagar,1849,2,1,2,1,7,16295260
Karapakkam,879,1,1,0,1,50,6040500
KKNagar,2459,4,2,0,1,9,12543380
KKNagar,1940,3,2,0,0,5,12428900
Karapakkam,547,1,1,0,1,36,5015625
Chromepet,928,1,1,1,0,19,9899050
Karapakkam,505,1,1,0,1,40,5770875
Velachery,1574,2,1,1,0,42,12053310
Chromepet,1037,1,1,1,0,10,7706100
Adyar,764,1,1,0,1,27,6472305
Chromepet,1180,1,1,1,0,33,11829500
Chromepet,1110,1,1,1,1,33,12078350
AnnaNagar,1898,2,1,2,1,6,13081070
Karapakkam,1484,2,2,0,1,11,9060500
Chromepet,888,1,1,1,1,11,12827050
Adyar,1232,2,2,0,0,34,14104610
AnnaNagar,1977,2,1,2,1,5,22078000
AnnaNagar,1929,2,1,2,1,30,22104600
Adyar,1251,2,2,0,1,23,15965260
Adyar,694,1,1,0,1,15,6732825
Karapakkam,889,1,1,1,0,39,5553875
Chromepet,1156,1,1,1,1,28,8715800
Velachery,1607,2,1,1,1,28,15344360
AnnaNagar,1986,2,1,2,0,44,21008600
KKNagar,2340,4,2,0,0,12,12386240
Karapakkam,756,1,1,0,1,36,6810000
Adyar,1253,2,2,0,1,24,14085560
Velachery,1954,3,2,0,1,13,17695060
Karapakkam,602,1,1,0,0,36,3524750
Velachery,1719,2,1,1,0,21,9540370
TNagar,1503,1,1,2,1,34,12389840
Chromepet,825,1,1,1,0,21,7741750
AnnaNagar,1914,2,1,2,0,9,21330680
Chromepet,998,1,1,1,1,4,8967600
Chromepet,790,1,1,0,0,38,7979400
Adyar,1166,1,1,1,1,31,11129980
TNagar,1794,1,1,2,0,11,21067620
AnnaNagar,1606,1,1,2,0,6,12403350
AnnaNagar,1813,2,1,2,0,17,14000930
Adyar,878,1,1,1,1,13,11160095
AnnaNagar,1573,1,1,2,1,33,18143430
KKNagar,1819,3,2,0,0,22,10033660
Karapakkam,537,1,1,0,1,41,6176500
AnnaNagar,1538,1,1,2,0,42,12504530
KKNagar,1985,3,2,0,0,24,9801480
Velachery,1794,2,1,1,0,49,7167380
Chromepet,1263,2,1,1,1,33,8342150
Karapakkam,818,1,1,0,0,5,7197750
Velachery,1833,3,2,0,1,29,10132530
Karapakkam,737,1,1,0,1,44,5980500
KKNagar,1820,3,2,0,0,28,14529560
Adyar,836,1,1,1,0,34,7265010
Chromepet,1073,1,1,1,1,14,13450300
Adyar,1203,2,2,0,0,35,15442540
Chromepet,1300,2,1,1,1,10,11613500
AnnaNagar,1514,1,1,2,0,16,10895520
KKNagar,2252,4,2,0,1,14,13672720
Chromepet,1214,2,1,1,1,20,9684200
TNagar,1554,1,1,2,1,26,12545220
Velachery,1764,2,1,1,1,25,7938700
TNagar,1675,1,1,2,1,45,12837050
Chromepet,912,1,1,1,1,34,12124700
Chromepet,822,1,1,1,1,16,9582140
AnnaNagar,1917,2,1,2,1,44,14246350
TNagar,1850,2,1,2,1,21,21735940
AnnaNagar,1723,1,1,2,1,18,12305480
Karapakkam,679,1,1,0,1,19,3914750
Chromepet,1064,1,1,1,1,18,14285850
Velachery,1907,3,2,0,0,6,13938520
KKNagar,1898,3,2,0,0,16,10686720
Karapakkam,1669,2,2,0,1,39,12432000
Velachery,1593,2,1,1,0,21,14546520
AnnaNagar,1744,1,1,2,0,13,14155830
KKNagar,1759,2,1,1,1,10,12535180
Karapakkam,671,1,1,0,1,46,9299500
Chromepet,723,1,1,0,1,30,10726300
KKNagar,1445,2,1,1,1,26,10788420
Karapakkam,671,1,1,0,0,23,5171375
AnnaNagar,1839,2,1,2,1,10,21122200
AnnaNagar,1589,1,1,2,1,20,12735120
Velachery,1832,3,2,0,1,46,7852070
Chromepet,1000,1,1,1,1,33,12207750
AnnaNagar,1822,2,1,2,1,12,21562790
Adyar,1135,1,1,1,0,24,8678060
Adyar,772,1,1,0,1,37,6493670
Chromepet,1160,1,1,1,0,34,7533450
Chromepet,1163,1,1,1,0,9,10237660
Chromepet,1057,1,1,1,1,8,9364090
Karapakkam,948,1,1,1,0,9,4926250
Adyar,1163,1,1,1,0,27,7701505
AnnaNagar,1643,1,1,2,1,31,12078770
TNagar,1946,2,1,2,1,40,21329650
Karapakkam,1268,1,1,1,0,16,7476500
KKNagar,2242,4,2,0,1,20,12815640
Karapakkam,1085,1,1,1,0,27,4546625
AnnaNagar,1984,2,1,2,0,22,13925310
Karapakkam,787,1,1,0,0,25,7242500
Adyar,654,1,1,0,0,19,8416200
Velachery,1685,2,1,1,1,46,9852290
KKNagar,1963,3,2,0,0,8,17131960
KKNagar,2326,4,2,0,1,18,12069180
Karapakkam,576,1,1,0,1,46,4944250
Chromepet,1256,2,1,1,1,19,10441050
Karapakkam,958,1,1,1,0,26,6263750
Velachery,1823,3,2,0,1,33,10058430
KKNagar,2284,4,2,0,0,7,17592540
KKNagar,1705,2,1,1,0,15,13976300
Karapakkam,716,1,1,0,0,43,3947250
Chromepet,917,1,1,1,1,12,11696200
Velachery,1991,3,2,0,1,13,10515160
Karapakkam,1676,2,2,0,0,47,10296250
TNagar,1860,2,1,2,0,12,13979190
KKNagar,1591,2,1,1,1,20,9404200
Karapakkam,1154,1,1,1,0,50,4425500
KKNagar,2015,3,2,0,0,9,15667180
Chromepet,963,1,1,1,1,27,10093760
TNagar,1565,1,1,2,0,37,11357640
Velachery,1699,2,1,1,1,5,9706720
Chromepet,1142,1,1,1,0,19,8419850
Chromepet,1268,2,1,1,0,28,13170800
AnnaNagar,1731,1,1,2,0,31,19830670
KKNagar,1898,3,2,0,0,24,9409880
Adyar,845,1,1,1,1,15,8397025
Chromepet,857,1,1,1,1,31,10241290
Velachery,1540,2,1,1,0,21,14256340
Chromepet,1226,2,1,1,0,19,9553870
Adyar,619,1,1,0,0,35,7559125
AnnaNagar,1657,1,1,2,0,14,12368280
KKNagar,1503,2,1,1,0,26,8322920
KKNagar,2478,4,2,0,1,10,12694600
Velachery,1572,2,1,1,1,9,10862580
KKNagar,2456,4,2,0,1,10,12973020
TNagar,1819,2,1,2,0,15,14218350
Chromepet,842,1,1,1,1,10,9103100
Chromepet,1156,1,1,1,1,16,14579200
TNagar,1564,1,1,2,1,4,12503750
Chromepet,874,1,1,1,0,22,9459500
KKNagar,2163,3,2,0,1,27,18770340
Chromepet,977,1,1,1,1,19,13484650
AnnaNagar,1880,2,1,2,0,42,13699490
Karapakkam,1667,2,2,0,1,33,10768375
TNagar,1784,1,1,2,1,24,12199430
Karapakkam,1252,1,1,1,0,23,10190000
AnnaNagar,1833,2,1,2,1,37,20628140
AnnaNagar,1599,1,1,2,0,18,12911530
Velachery,1863,3,2,0,0,53,7478460
KKNagar,1779,3,2,0,1,10,17338600
TNagar,1923,2,1,2,1,29,21858180
Chromepet,1280,2,1,1,1,12,11514600
KKNagar,1333,2,1,1,0,21,9708700
Karapakkam,1128,1,1,1,0,14,4606500
TNagar,1829,2,1,2,1,41,14832770
KKNagar,1344,2,1,1,0,20,8989620
Karapakkam,1538,2,2,0,1,24,12514000
Velachery,1545,2,1,1,0,39,11531350
Chromepet,1279,2,1,1,1,20,16026600
Karapakkam,1116,1,1,1,1,35,9741000
Adyar,620,1,1,0,1,4,7629475
Chromepet,857,1,1,1,0,39,10677650
Chromepet,1101,1,1,1,1,17,10178870
Chromepet,1087,1,1,1,1,24,13340400
TNagar,1993,2,1,2,0,16,12863520
Velachery,1770,2,1,1,0,45,14482020
KKNagar,1927,3,2,0,1,5,13484060
AnnaNagar,1740,1,1,2,0,8,12209510
Velachery,1878,3,2,0,1,29,12669880
AnnaNagar,1777,1,1,2,1,34,20037030
AnnaNagar,1794,1,1,2,0,41,12080690
Velachery,1863,3,2,0,0,34,7810830
Karapakkam,1582,2,2,0,0,11,9030250
Adyar,1256,2,2,0,1,12,15110580
Velachery,1715,2,1,1,1,50,9316900
Velachery,1952,3,2,0,0,44,7066280
Karapakkam,1238,1,1,1,0,47,5976000
Chromepet,1128,1,1,1,0,23,9785400
Karapakkam,545,1,1,0,1,33,4190250
TNagar,1939,2,1,2,1,42,21141390
Chromepet,990,1,1,1,1,22,13523500
Chromepet,1031,1,1,1,1,20,8816220
Velachery,1724,2,1,1,1,23,15524880
Adyar,1143,1,1,1,0,26,14162605
Chromepet,988,1,1,1,1,36,8109400
KKNagar,2019,3,2,0,0,19,10666560
Karapakkam,1384,2,2,0,0,48,11085750
KKNagar,2174,3,2,0,1,20,17144820
Karapakkam,1000,1,1,1,0,7,6201000
Karapakkam,954,1,1,1,0,40,7214000
TNagar,1844,2,1,2,0,19,12900770
Chromepet,902,1,1,1,0,10,7745700
Chromepet,1212,2,1,1,0,15,9799440
Adyar,930,1,1,1,1,27,8297305
Karapakkam,746,1,1,0,0,13,7040500
Velachery,1635,2,1,1,0,19,12285100
Chromepet,754,1,1,0,1,20,10443600
Adyar,1229,2,2,0,1,18,11325985
Chromepet,1083,1,1,1,1,36,9664460
Karapakkam,1431,2,2,0,0,15,8159375
Karapakkam,1670,2,2,0,1,45,11825750
TNagar,1667,1,1,2,0,6,11402380
Velachery,1861,3,2,0,0,54,9318280
AnnaNagar,2000,2,1,2,1,13,16859010
AnnaNagar,1997,2,1,2,1,40,14072760
Velachery,1949,3,2,0,1,12,9508790
Velachery,1713,2,1,1,0,44,15030780
Chromepet,727,1,1,0,0,12,7135990
Adyar,1276,2,2,0,0,29,9314850
AnnaNagar,1702,1,1,2,1,28,13534820
AnnaNagar,1785,1,1,2,1,37,12484960
AnnaNagar,1632,1,1,2,1,21,19021940
Adyar,1243,2,2,0,0,5,9732090
KKNagar,2191,3,2,0,0,24,11072500
KKNagar,2153,3,2,0,0,26,11127180
Karapakkam,720,1,1,0,0,31,3990250
Adyar,905,1,1,1,1,33,10313310
Karapakkam,1107,1,1,1,1,38,7350500
Chromepet,772,1,1,0,1,5,8336390
Velachery,1806,3,2,0,1,42,14025290
Chromepet,1162,1,1,1,1,21,13859950
Velachery,1558,2,1,1,1,37,7824540
Chromepet,1269,2,1,1,0,26,8447030
Karapakkam,838,1,1,0,1,34,7441250
Chromepet,1281,2,1,1,1,15,10320050
AnnaNagar,1517,1,1,2,1,15,19633070
Karapakkam,1344,2,2,0,1,8,10477750
Velachery,1705,2,1,1,0,39,8440180
Chromepet,995,1,1,1,1,6,12947100
Chromepet,818,1,1,1,1,26,9701100
AnnaNagar,1705,1,1,2,0,17,10829040
Velachery,1604,2,1,1,0,43,12697830
